correlation group ID,row ID,row identity (all IDs),row m/z,row retention time,Pool-4umSi11_neu MS_GA3_01_50026.mzXML Peak area,Pool-8umSi11_neu MS_GA4_01_50031.mzXML Peak area,Pool-8umSi11_neu MS_GA4_01_50030.mzXML Peak area,Pool-10um Si11 MS_GA2_01_50172.mzXML Peak area,Pool-10um Si11 MS_GA2_01_50173.mzXML Peak area,Pool-4umSi11_neu MS_GA3_01_50025.mzXML Peak area,Pool-10um Si11 MS_GA2_01_50174.mzXML Peak area,Pool-8umSi11_neu MS_GA4_01_50029.mzXML Peak area,Pool-4umSi11_neu MS_GA3_01_50027.mzXML Peak area,
49,108,,146.09234137215805,1.4145445,89.88927,88.19981,98.35668,92.48007,95.01623,74.46519,87.76126,92.36743,85.24514,
49,109,,316.16148505391726,1.4164056,480.94754,518.4295,527.9815,493.1706,513.36273,474.6538,510.90613,520.59735,500.72763,
49,110,,112.05051930491943,1.4183056,313.18683,334.4833,326.70453,323.48514,315.0542,296.2562,312.59082,337.75613,310.7426,
49,111,,542.0681361249115,1.4192408,145.609,158.09485,148.40855,74.30296,114.249565,167.37697,105.42341,141.50098,179.29675,
49,112,L-(+)-Alpha-Phenylglycine: [M-H]-: 0.438,150.05830025333165,1.4201944,352.3802,383.67047,406.5137,386.79617,389.08716,362.58435,402.17953,383.89194,362.57504,
49,113,,388.13493561206155,1.4206574,112.44765,145.60388,128.61224,121.76719,130.72556,123.7635,121.40738,126.204895,124.811035,
49,114,Trans-Ferulic Acid: [2M+NH4]+: 0.000,406.1456407373746,1.4206649,2162.9966,2365.3823,2325.3582,2333.725,2303.6875,2113.9263,2331.737,2321.1394,2193.5398,
49,115,,332.5618887589034,1.4211316,1370.3158,1374.5049,1391.1892,1241.7156,1232.0338,1415.0475,1251.0309,1333.1145,1452.4749,
49,116,,613.1588805381493,1.4216056,157.89378,216.25468,223.9679,220.19315,218.30766,170.37485,212.2036,231.2033,190.86015,
49,117,,124.03929052048245,1.4220741,272.91714,284.0199,285.3255,286.22205,273.3371,270.30853,286.9181,288.65372,276.4896,
49,118,,307.0833115680716,1.4220908,1586.5529,1752.83,1725.6809,1790.9972,1755.9163,1618.0544,1803.1206,1693.7819,1656.8241,
49,119,,308.0906914834368,1.4225554,1872.5697,2129.6326,2128.3003,1891.4504,1861.2012,1897.7197,1903.2382,2104.729,1958.8182,
49,120,,364.06518461770816,1.42255,282.40747,343.41342,354.06982,324.7461,321.63272,309.63773,345.0808,326.82382,325.93222,
49,121,,350.07491981602743,1.4225574,96.604706,122.76686,113.40711,119.20662,105.9246,66.056885,113.52877,111.22112,99.85118,
,122,,721.2996333952301,1.423974,52.89479,69.223885,70.93032,75.54035,72.519005,36.34158,74.33728,65.50398,52.735786,
49,123,,663.2241501915546,1.42255,61.07504,87.58394,84.057785,89.78973,93.45872,48.356056,87.31911,90.833855,61.65705,
49,124,,79.02133310935187,1.4230351,2627.7983,6204.6934,6222.0254,6594.4365,6470.8794,2681.4883,6636.8574,6108.8794,2676.93,
49,125,,348.07041982373136,1.4230295,7626.3506,8409.48,8374.412,8389.777,8308.744,7867.252,8369.217,8243.944,8100.9736,
49,126,,535.1880750367137,1.4230239,708.33185,817.2317,824.1831,763.2171,743.69366,716.63715,753.9365,797.8218,760.7175,
,127,,113.03456211699536,1.4211316,122.430176,79.98679,92.5245,61.990654,83.11801,114.40901,65.1225,83.61473,128.65817,
49,128,,81.01711979379346,1.4234853,120.21285,308.6724,301.17462,310.34216,338.97723,123.83635,335.55533,297.9694,118.21462,
49,129,,157.03512975161016,1.4234927,609.4288,1691.7457,1697.8063,1737.3926,1704.1261,685.09454,1753.1904,1660.201,651.29535,
49,130,L-(+)-Alpha-Phenylglycine: [M+H]+: 0.995;L-(+)-Alpha-Phenylglycine: [2M+2H]+2: 0.995,152.07058462397916,1.4234945,450.73495,1290.8109,1304.9628,1371.6082,1359.8969,474.74976,1385.556,1332.4283,500.89438,
49,131,,664.1162711029208,1.4234909,926.612,1128.111,1145.0974,951.8975,959.799,944.1213,985.71106,1107.151,987.66785,
49,132,,133.0317049157769,1.423026,86.60071,95.80893,84.62247,95.16254,83.62238,80.24141,99.136826,98.66526,79.19235,
49,133,,695.1329296826656,1.4235036,78.14863,93.11707,95.38317,88.80995,98.768906,68.14452,94.84978,101.89132,68.59013,
49,134,2-Methoxybenzoic Acid: [M+H-H2O]+: 0.999,135.04405078607638,1.423963,600.7367,1492.5002,1519.2307,1501.2324,1453.0751,578.61426,1434.5525,1453.2983,659.5335,
49,135,,136.06172940282295,1.423963,435.17618,459.57062,473.1433,393.73752,396.13098,446.13907,413.77533,467.81693,464.55676,
49,136,,623.2449395801749,1.4239705,74.8328,78.78844,84.255646,64.98233,71.998886,66.50468,66.65131,81.25395,70.639595,
49,137,,106.0651095185789,1.4243361,0,86.874886,85.90521,91.980865,82.04409,0,86.98219,86.12754,0,
49,138,,332.07537934668414,1.424437,152.60623,202.3485,189.59302,195.04597,179.83511,165.82205,173.06702,185.87479,178.6077,
49,139,,139.05014780084872,1.4234945,100.85347,122.71713,130.66551,124.44281,135.32158,90.6975,130.16975,120.08262,111.75343,
49,140,,152.05643709989369,1.4239593,91.78578,214.45273,194.41309,94.296295,91.52916,65.45849,94.25018,171.34389,91.87114,
49,141,,107.04912045849197,1.4253742,41.421135,196.17818,186.97879,179.27826,189.46036,47.08648,189.09714,191.69226,49.695015,
49,142,,144.98786104569425,1.4258592,254.93253,904.49335,841.5222,690.5176,908.08215,261.70728,901.5795,814.53827,287.27686,
49,143,,153.0100211846078,1.4267889,124.89962,402.2625,383.43292,532.4709,518.59845,150.94496,502.649,391.54993,153.19662,
49,144,,129.012920360398,1.4264722,0,76.366425,96.374054,107.743996,117.28082,0,125.59621,82.81543,0,
49,145,,145.9867183882297,1.4258537,6.28654,106.57969,108.38629,107.25117,109.62413,6.5365763,104.08364,112.52722,5.9415693,
49,146,,123.05527259232122,1.4272704,692.66736,697.224,691.8183,558.75,568.1577,732.7458,575.1367,660.93164,770.186,
49,147,,101.0031338079542,1.4272778,3493.0972,7021.3467,7120.691,7870.878,7916.638,3578.7834,7705.114,6962.309,3667.636,
49,148,,139.01288281418388,1.4279333,6.1193733,131.43488,116.404625,135.50514,120.6714,0,140.56924,119.110565,0,
49,149,,137.00170245559696,1.4281869,259.3828,960.49115,953.204,1181.2656,1173.7739,290.0436,1186.5934,935.6146,297.03342,
,150,,464.1332448399636,1.4221,73.92194,74.244965,81.30987,86.04378,71.163376,8.083594,73.48945,81.17788,76.16753,
,151,,1011.179617734731,1.4225482,12.728826,41.47471,30.760412,39.365173,20.244358,6.600327,41.470955,18.443739,33.07341,
49,152,,146.00698952560995,1.4305611,83.7718,426.19122,300.21652,432.2061,378.17938,98.88864,340.289,329.74948,98.895256,
,153,,385.12876392086736,1.4357611,70.08357,87.059906,110.933624,48.525795,68.34981,89.29714,21.520817,114.77497,92.00603,
,154,,97.99472963911035,1.4310519,33.063957,126.641075,136.70074,143.86482,186.24739,37.574074,168.6297,144.15569,52.237846,
,155,,256.9597839140689,1.4291333,25.63887,154.77261,67.424095,54.195305,228.67807,48.671597,211.84882,242.65445,119.81409,
,156,,137.0458509340269,1.449861,244.70312,361.86353,388.44058,286.81622,285.2018,328.48404,264.49182,346.78513,344.1658,
,157,,194.9902056143851,1.5022167,6.0825195,149.67142,96.592545,155.11414,50.643543,6.1624856,113.5045,31.810148,7.0262523,
,158,,308.0910049711149,1.579113,305.49753,349.85788,309.7422,271.0585,222.34583,336.88116,268.39447,283.00244,348.3103,
31,159,,406.14552274043103,1.5833797,276.8238,326.0558,325.8199,283.51498,271.88733,354.86145,311.84338,298.66513,347.5933,
,160,2-Methoxybenzoic Acid: [M+H-H2O]+: 0.996,135.04404090171485,1.5008891,315.1187,3973.4617,2595.4666,3252.4243,6005.6987,215.5669,7124.8984,689.7697,449.49884,
31,161,L-(+)-Alpha-Phenylglycine: [M+H]+: 0.992;L-(+)-Alpha-Phenylglycine: [2M+2H]+2: 0.992,152.07057316926986,1.5579352,460.4701,560.10986,521.3855,590.0462,587.1454,482.74786,574.94794,479.2148,124.47624,
,162,,372.54501577402027,1.6942334,747.9407,801.8993,824.11066,774.56506,804.12897,812.2627,852.62317,810.9975,783.1287,
,164,,428.0365476523054,1.8664703,439.23672,687.2656,510.67316,193.26659,427.3156,603.76666,469.05823,566.2148,662.9032,
,165,,137.04579474357337,1.8749332,359.4854,393.0973,365.63602,428.81656,421.0599,371.69742,456.275,373.83472,388.4501,
32,166,,123.05520991958409,1.8772795,1961.4418,2051.7454,1929.039,1841.8003,1776.2394,2041.8735,1912.1346,1918.5537,2055.1091,
32,167,,664.1160886353632,1.8773112,1470.1841,1484.818,1375.3883,1484.1553,1493.9407,1490.4553,1532.0358,1493.5835,1473.7812,
32,168,,332.5618765883206,1.8787223,2221.949,2342.4448,2273.0198,2602.5247,2515.5825,2283.5623,2589.1194,2320.059,2348.528,
,169,,542.0681872190625,1.8824741,201.30322,230.28285,166.86119,203.36896,163.80132,194.68977,217.76381,231.25842,250.26811,
,170,,535.1880204665157,1.9546704,464.0534,470.67255,431.88666,433.14722,397.36334,462.66678,455.40878,451.42938,480.62094,
56,171,,132.10191362360155,2.0458093,3174.5679,3696.6917,3615.5876,3772.7788,3679.2488,3248.926,3757.1555,3571.365,3269.3396,
56,172,,86.09650500015647,2.0515018,888.2694,956.88513,926.3554,1018.4074,1061.9108,919.94794,1073.3176,923.41266,904.1727,
71,173,,307.083299964512,2.0712833,1153.2594,1220.5833,1095.6309,1316.1129,1290.6365,1130.8147,1341.9794,1186.3268,1188.3569,
,174,,308.08405989520566,2.069404,14.945803,57.80006,46.809456,70.83958,60.324203,56.88537,93.49485,7.948955,68.23203,
71,175,,153.04064018265416,2.0873315,596.1068,1022.7819,573.6429,1005.3486,984.9153,506.2791,1040.6565,996.90784,615.74274,
86,176,,136.07567800612102,2.102435,2670.548,2887.4822,2818.5684,2884.048,2844.4128,2708.8076,2911.0547,2779.28,2799.267,
86,177,p-Coumaric Acid: [M+NH4]+: 0.993,182.08119496047047,2.103837,8656.202,9396.445,9275.171,9616.45,9499.742,8864.59,9666.686,9148.166,9030.426,
86,178,,119.04910324772874,2.1052501,182.57814,267.22455,231.505,280.19513,466.69272,197.8319,496.1145,223.44997,206.82013,
86,179,p-Coumaric Acid: [M+H]+: 0.996;p-Coumaric Acid: [2M+2H]+2: 0.996,165.05460371680962,2.105265,3083.8125,3263.07,3242.6265,3378.2207,3315.4136,3108.0142,3395.4688,3190.519,3204.6472,
86,180,p-Coumaric Acid: [M+H-H2O]+: 0.981,147.04397761527582,2.1075945,148.62532,201.7663,193.08107,242.34312,455.62943,134.29016,297.60403,177.82161,51.90859,
86,181,,123.04403713874018,2.1062224,838.381,967.2136,944.18036,941.87714,925.24567,889.4362,962.34705,938.8706,887.30585,
,182,,288.0647258538753,2.7074945,144.50807,225.3711,199.11977,324.4072,255.5549,151.55844,517.5618,198.56696,191.2333,
,183,,173.078353124327,3.0771167,27.615227,138.32584,19.340405,366.83835,354.30054,56.32878,343.2845,70.88356,14.093166,
,184,,149.05974181644163,3.6808276,116.00009,120.133545,127.0804,105.46106,64.49509,76.55003,130.39307,46.048943,86.82732,
9,185,,103.05421817891983,3.6869833,490.3824,512.6561,519.6796,464.9101,431.61307,477.17453,457.95706,500.89706,478.72488,
9,186,,166.08626182450806,3.6898112,9089.263,9504.312,9528.057,9773.278,9625.147,8904.248,9948.396,9232.232,9018.744,
9,187,,120.08076412249436,3.6921403,6849.596,7074.837,7079.544,7059.418,6929.0283,6720.8384,7128.719,6934.8564,6894.0864,
,188,,276.1078046343172,4.0292096,283.23593,321.12253,333.77463,315.55405,304.9292,326.02383,322.15662,328.1724,306.3975,
,189,,311.1236901387372,5.27904,210.41457,228.87802,210.72337,233.648,240.1742,181.6643,239.29703,207.86728,210.60074,
39,190,,501.1689076367126,5.331896,168.31633,168.07375,162.06953,153.43958,149.03815,167.06258,151.82329,78.95196,178.5977,
39,191,,479.1870142998553,5.3380113,826.88043,847.9395,848.8082,865.72906,817.08215,834.49774,839.2335,758.0609,837.16644,
,192,,609.6583902460183,5.4923224,40.428432,107.38964,113.077515,101.6883,123.61556,10.848423,138.53088,70.02633,79.67857,
,193,,616.6513471407563,5.495124,7.9939604,82.4885,98.93156,145.7134,133.08133,49.841957,156.4832,73.926476,71.13085,
65,194,,608.6681593502922,5.489929,233.96558,229.86581,262.62054,230.09828,262.22577,207.4832,243.43483,71.63887,237.97523,
65,195,,597.6778973381337,5.4932384,1131.0203,1190.6112,1177.6244,1130.1821,1127.5034,1136.5585,1159.3354,1097.3463,1150.5427,
75,196,,217.10461357854734,5.6075497,899.3253,579.76996,571.9374,641.1974,633.92053,863.97217,627.5726,558.25885,902.6946,
75,197,,195.12264165612936,5.609433,339.21704,198.0451,177.97781,207.29718,204.27414,322.42615,197.60732,172.95538,327.4776,
,198,,376.15401730229905,5.6571445,56.53613,61.70981,85.766014,81.080025,87.26203,44.720184,89.42707,68.703995,73.91226,
,199,,525.1825229480099,5.7062407,851.72656,843.1742,786.6693,820.1659,812.9284,835.1049,848.3574,843.4677,839.8626,
,200,,120.04434619206523,5.7067113,64.68275,43.921074,78.5605,67.99456,95.41303,100.38652,109.63067,95.31078,85.66671,
