correlation group ID,row ID,row identity (all IDs),row m/z,row retention time,Pool_4um_A,Pool_10um_A,Pool_10um_B,Pool_8um_A,Pool_10um_C
2,214,,367.0489147,8.177947,241.39395,328.4375,329.0019,194.16199,366.0626
2,215,,445.1028427,8.17583,100.89581,99.58842,98.46544,67.83338,103.87909
2,216,,383.0211193,8.17789,119.441185,163.03307,168.04361,147.61977,156.26688
,218,,245.5916867,8.293383,75.891396,72.9646,75.368286,72.73887,81.505554
70,219,,495.0961048,8.425146,278.96854,304.677,292.94986,312.41574,342.01175
70,220,2-Methoxybenzoic Acid: [M+H-H2O]+: 0.871,135.044571,8.425314,34594.477,45980.242,45968.3,45260.66,43737.223
70,221,,172.028394,8.431463,130.32704,193.10483,185.55363,176.49817,209.26706
70,223,,181.0336838,8.4315,82.83025,67.373726,116.30687,111.34444,124.65111
70,224,,361.0597264,8.437843,76.65011,27.734934,79.68218,113.94876,98.02376
70,225,3-Indoleacetonitrile: [M-2H+Na]-: 0.638,177.0419664,8.433566,60.293995,141.64534,141.22682,124.895134,147.29503
70,226,,79.0213349,8.439771,38.581535,162.67348,178.51723,148.76822,188.89185
70,228,2-Methoxybenzoic Acid: [M+Na]+: 0.923,175.0368684,8.437734,11601.964,16831.168,16946.969,15785.601,17349.543
70,229,,240.0633584,8.437739,176.5488,437.0052,410.57074,362.36005,429.60214
70,230,,105.0337058,8.44398,50.144703,78.41639,71.32291,75.236145,74.9127
70,231,,511.0667346,8.439774,158.0184,282.61377,283.46973,283.938,288.41196
70,232,2-Methoxybenzoic Acid: [M+H]+: 0.921;2-Methoxybenzoic Acid: [2M+2H]+2: 0.921,153.0549349,8.439814,13071.239,26202.37,25782.89,24646.506,26722.357
70,233,,256.0383556,8.439814,101.734726,196.95781,217.78654,180.55049,219.5772
70,234,,343.0490681,8.439814,257.24863,429.54263,395.67404,416.9328,421.23386
70,235,,316.0868545,8.439827,107.48006,251.85866,234.08759,211.83797,244.76428
70,236,,120.0207783,8.439863,99.366684,186.70074,179.39725,203.69804,166.10161
70,238,,241.0625528,8.443871,41.782574,86.0851,90.9738,76.410934,95.89701
70,239,,317.0849562,8.443884,33.612217,88.13263,85.3474,78.972664,87.941154
70,240,,135.1666536,8.439821,19.716352,155.16112,153.26447,184.51715,148.31938
70,241,,135.4541058,8.4419,34.866535,162.64293,145.68234,153.91815,150.07097
70,242,,135.5893753,8.439821,16.62378,91.748436,88.64506,94.88313,90.33161
70,243,,153.2224549,8.439821,14.589218,122.03357,106.0914,103.30717,113.47961
70,244,,153.3459663,8.441366,0,74.95146,66.52264,64.67895,71.71479
70,245,,153.3609757,8.4419,15.168409,108.93,96.6219,98.12898,107.04129
70,246,,153.3538802,8.449041,0,80.450676,81.02392,4.8719754,77.95071
70,247,,105.044893,8.441867,147.9306,234.81865,219.84265,256.1097,226.09154
70,248,,77.03881247,8.4419,423.22406,684.79443,691.49097,781.8574,698.9944
70,249,,135.0249641,8.4419,65.98761,144.75525,143.51073,149.4604,146.12088
70,250,,135.1111803,8.4419,129.72777,362.0366,317.94516,386.8884,360.70667
70,251,,135.1579328,8.4419,82.99052,251.81033,227.97423,269.091,244.01733
70,252,,135.201706,8.4419,302.82455,609.41486,573.9803,608.83466,609.3716
70,253,,135.3171241,8.4419,271.1724,513.3986,498.33282,505.35028,516.1474
70,254,,135.3322155,8.4419,320.02664,577.1547,565.4603,595.3093,599.439
70,255,,248.0521278,8.4419,1090.6411,2202.7974,2117.0815,1936.4786,2340.2502
70,256,2-Methoxybenzoic Acid: [2M+H]+: 0.915,305.1023056,8.4419,294.7264,919.46014,908.2427,828.0799,922.1025
70,257,,324.0757102,8.4419,1072.2349,2318.0896,2219.691,2013.0328,2461.2974
70,258,2-Methoxybenzoic Acid: [2M+Na]+: 0.976;p-Coumaric Acid: [2M-H]-: 0.147,327.0840005,8.441904,1168.3126,1977.8129,1997.2815,1861.6172,2062.3162
70,259,,137.0496923,8.437734,305.64572,514.0505,504.03555,529.54297,535.3119
70,260,,92.02581772,8.44393,192.21121,287.18698,278.56143,334.27133,276.03015
70,261,Phlorizin: [M-H+2Na]+: 0.873,481.1075998,8.443941,1033.1991,1872.9766,1822.6213,1776.0358,1989.4142
70,262,,359.0214676,8.443997,332.35904,587.9653,614.12524,595.8346,614.6363
70,263,,479.1185528,8.444,82.03593,142.28224,131.2954,121.28891,136.40858
70,264,,257.0573316,8.4440365,303.4994,460.46042,447.4664,480.56976,498.34094
70,265,,371.0478549,8.4441395,81.25548,91.58232,90.93187,96.60813,91.288246
70,266,,510.0608938,8.44603,277.87427,473.78766,463.4462,468.08817,455.98477
70,267,2-Methoxybenzoic Acid: [M+K]+: 0.816,191.0097661,8.446213,99.405045,167.14598,169.00818,155.69484,176.95853
70,270,2-Methoxybenzoic Acid: [M-H+2Na]+: 0.935,197.0187631,8.462744,304.019,333.2604,314.03467,355.1998,332.76248
,272,,401.0812463,8.512503,91.64149,216.96336,230.28618,195.08698,202.97426
28,273,Quercetin: [M+H]+: 0.953;Quercetin: [2M+2H]+2: 0.953,303.0501148,8.531343,108.391945,236.35275,238.20216,255.61853,239.74991
28,274,Rutin: [M+H]+: 0.953;Rutin: [2M+2H]+2: 0.953,611.1608894,8.531343,931.6121,2034.9615,2010.023,1933.3207,1983.3467
28,275,,465.1027858,8.531253,37.606846,95.11813,93.595116,95.59186,91.91627
28,276,Rutin: [2M+Na]+: 0.995,1243.296038,8.531253,17.815357,125.79948,121.27542,117.843575,122.4423
28,277,,630.1343288,8.531343,47.122467,187.68445,197.02061,165.13467,208.69029
28,278,Rutin: [M+Na]+: 0.943,633.1428923,8.545931,459.00165,1014.2378,989.4165,974.5135,1009.55365
,279,,422.0868282,8.55628,91.96131,213.32726,193.82379,212.16785,248.3751
13,280,,607.1396877,8.593599,886.5504,1265.3188,1253.3267,1245.2207,1339.2809
13,283,,117.0337634,8.59571,147.47925,305.28613,278.8331,315.74762,273.5353
13,284,,145.0288,8.59571,335.27545,681.3139,651.4145,638.0162,618.24005
13,285,,149.0600676,8.59571,430.66962,800.22095,765.9939,831.29126,729.9423
13,286,Trans-Ferulic Acid: [M+H-H2O]+: 0.916,177.0549546,8.59571,13820.459,28101.047,26884.64,26536.908,26631.041
13,287,Trans-Ferulic Acid: [M+H]+: 0.904;Trans-Ferulic Acid: [2M+2H]+2: 0.904,195.0655701,8.59571,7464.965,15716.036,15070.943,14391.794,14869.662
13,288,Trans-Ferulic Acid: [M+Na]+: 0.901,217.0475219,8.59571,3025.8794,6918.253,6600.356,6226.104,6313.2207
13,289,,637.099741,8.595696,283.89334,463.7196,461.19678,420.32153,439.82397
13,290,,627.1452594,8.595743,104.97727,179.35744,182.16093,180.5013,186.83638
13,291,,89.03882225,8.597796,82.47803,172.6529,155.81892,173.4176,151.01949
13,292,Trans-Ferulic Acid: [2M+Na]+: 0.984,411.1049725,8.597796,178.92397,324.09433,317.7904,318.41602,306.46774
13,293,,815.1864459,8.597773,504.861,755.8615,750.2642,707.21594,772.7667
13,294,,443.0420011,8.597897,117.069984,144.62038,148.74681,143.75743,146.29797
13,295,,134.0365362,8.599844,74.529625,139.12523,138.52547,149.54088,132.98032
13,296,,801.1990623,8.599916,375.02872,603.1827,606.9857,575.7353,648.2276
13,297,,194.0575502,8.599844,65.700455,119.333855,102.5264,102.67327,102.93467
13,298,,605.1505318,8.5977335,79.98902,173.10051,176.41689,153.16832,165.73871
13,299,,639.1383345,8.60194,130.9565,140.15074,138.07138,157.38794,140.27443
13,300,,799.2087501,8.60194,233.72713,386.91626,378.38577,347.8646,396.00854
13,301,,427.0702726,8.601988,130.76215,156.24113,150.01978,160.71759,174.05614
13,302,,830.1512199,8.604024,93.22759,132.68706,140.88051,127.42857,128.75528
13,304,,408.0968957,8.608137,508.9127,665.7642,675.5098,632.4724,713.57104
13,305,,621.1281239,8.608127,321.2528,409.26807,405.24307,395.59872,433.12222
13,306,,409.0978278,8.610157,71.14207,98.74084,100.65948,95.99414,100.797806
13,307,,505.1259761,8.612427,427.40082,639.77545,646.5221,575.17645,639.53894
13,308,,636.0930605,8.61436,218.57054,294.85986,310.23706,303.51846,289.685
,309,Trans-Ferulic Acid: [M+NH4]+: 0.407,212.08936,8.65386,3.7688751,37.478886,44.490738,33.972042,37.830055
,311,,294.2275768,8.851187,122.757996,343.34064,335.77963,320.93173,322.18616
,313,,163.1330453,8.873883,166.53978,257.958,218.40956,177.80815,262.52902
,314,,185.1150348,8.884191,2338.2683,3764.1606,3859.791,2438.278,3766.3965
104,315,Indole-3-carboxaldehyde: [M+H]+: 0.884;Indole-3-carboxaldehyde: [2M+2H]+2: 0.884,146.0605032,8.928407,38463.29,50430.684,49930.855,48621.582,51682.973
,318,,382.6127327,8.94301,22.84362,59.44596,45.359085,49.782513,59.69336
104,319,,246.5653922,8.940897,263.33783,475.31116,463.41223,448.945,476.5263
104,320,,303.0948664,8.940889,41.54904,151.48122,137.00331,128.3307,152.33359
104,321,,146.6269567,8.943037,31.581022,92.06374,89.57048,128.36577,89.80208
104,322,,91.05437176,8.94298,276.82928,421.99133,403.0524,477.1311,409.08667
104,323,,117.0575177,8.94298,1025.185,1543.5929,1537.3438,1696.6901,1533.0233
104,324,,146.1785643,8.94298,108.43381,289.47446,285.22983,294.8497,283.78696
104,325,,245.5463762,8.94298,229.9142,540.1526,522.62,466.1649,492.04916
104,326,,302.0977034,8.94298,124.60513,328.01993,310.9592,236.10155,315.6531
104,327,,310.0864693,8.94298,551.88745,1269.8816,1210.7605,1033.984,1313.9886
104,328,Indole-3-carboxaldehyde: [M+Na]+: 0.930,168.0422631,8.94304,1974.0228,3591.3142,3484.054,3243.0107,3424.9824
104,329,,240.5693344,8.942924,70.40354,143.33548,138.59615,143.27367,150.60287
104,330,,146.0388615,8.94512,88.615814,177.95865,157.62335,124.072296,171.40808
104,331,,146.4864606,8.945127,56.590847,158.42984,161.0709,188.75876,162.05447
104,332,,318.0725359,8.945127,42.01112,107.647835,113.09021,83.77667,104.83654
104,333,,229.5714799,8.941007,13.744418,60.621346,74.65329,54.836605,77.02624
104,334,,165.0337307,8.9450865,75.674286,136.6932,128.74918,134.04176,145.44278
104,335,,146.1872229,8.94512,66.502014,216.64015,213.12663,202.367,213.16151
104,336,,146.359676,8.94512,382.37823,689.32684,680.12335,645.13666,681.7976
104,337,,239.5711095,8.94512,179.67406,423.97723,407.9199,371.6304,429.89926
104,338,,237.5602299,8.945127,246.06195,554.35114,541.4482,467.87164,577.9318
104,339,Indole-3-acetyl-L-valine: [M+K]+: 0.988;Indole-3-carboxaldehyde: [2M+Na]+: 0.949,313.0949497,8.94512,159.85208,293.6975,269.83743,279.7215,291.2913
104,340,,253.5684185,8.947233,206.89673,441.4714,434.53696,396.73834,465.0082
104,341,,118.0652899,8.947267,10878.209,17564.863,16993.104,17895.852,17143.7
104,342,,146.1297288,8.947267,148.72737,450.31018,444.30948,418.24734,447.12964
104,343,,146.2240564,8.947267,385.02832,709.6265,703.06836,661.9993,707.6215
104,344,,146.3440881,8.947267,329.00604,596.11456,571.10645,567.9,573.91644
,346,,243.0878812,9.244987,61.51319,48.405937,56.668686,54.615555,62.063812
53,348,Phlorizin: [M+Na]+: 0.981,459.1262408,9.309327,2934.2417,3851.4485,3739.3535,2937.5015,3777.7607
62,349,,149.059918,9.309401,325.89438,594.9636,614.6941,613.6624,619.30536
62,350,,317.1020293,9.309401,126.12135,231.73064,239.3022,241.47523,231.12
62,351,,761.2497769,9.309461,43.8133,79.7531,74.88085,74.61568,81.02391
62,352,,107.049257,9.311443,1738.5266,2751.15,2800.3286,3147.1497,2840.2495
62,353,Phlorizin: [M+H-H2O]+: 0.993,419.1336299,9.31153,197.83578,347.6005,351.60474,355.94998,349.77374
62,354,Phlorizin: [2M+H]+: 0.963,873.2814305,9.31153,377.2136,695.59814,702.45044,699.3516,682.0774
62,355,,1309.419129,9.313574,34.511154,82.889786,91.25063,88.6602,90.47447
62,356,,1035.33392,9.31364,46.590042,103.36643,115.718414,108.04353,102.675415
62,357,Phlorizin: [M+H]+: 0.968;Phlorizin: [2M+2H]+2: 0.968,437.1443514,9.315683,2015.139,3656.0437,3733.9421,3565.0684,3695.0103
62,358,,599.1971631,9.315683,1024.5978,2035.0875,2038.3036,1919.4362,1989.1299
