mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,AR351_A,AR351_B,AR351_C,Cipro_A,Cipro_B,Cipro_C,Coumermycin_A,Coumermycin_B,Coumermycin_C,CN-DM-861_A,CN-DM-861_B,CN-DM-861_C,Levo_A,Levo_B,Levo_C,Lome_A,Lome_B,Lome_C,Novo_A,Novo_B,Novo_C,untreated_A,untreated_B,untreated_C,isotopes,iso_anno,adduct,pcgroup,anno,metabolite,main_peak,ID by,ID level
95.0852493409244,95.0851754653273,95.0853151181068,946.800048828125,946.377197265625,947.047912597656,23,9324.21510652885,9698.26617725496,7985.91633012139,7129.37809049683,7465.17584956856,8718.05784778416,11773.96102672,9526.9235137971,9410.22416354129,7856.12637697883,6321.1689910672,4903.64061512432,6419.83490885367,7046.96532538382,6632.30461156624,5856.96311605475,7494.92407838695,5967.51853689747,6712.2621473567,9695.71805345669,6917.86685595077,5558.91713854252,7039.11613261463,5035.79842475215,,0,[M+H-CH4]+ 110.11,4,NA,NA,0,NA,
96.9214548989406,96.9213278909322,96.9215239733339,69.6362915039062,69.2807006835938,70.1580352783203,24,18092.9393980547,23217.7481200287,17751.1593784904,13932.2686288711,22498.0865408437,17487.9772539538,6185.5806004777,5501.57420672852,6086.24782830196,17122.922158036,21714.3137562683,30948.1844875668,19613.4852695556,31585.8632677903,23147.1608908702,17931.059204516,14926.4745984544,21241.4221752301,13218.9346460735,8013.31797073749,10301.9694413981,22206.8378497841,31821.7899467636,34421.7675060678,,0,[M+K]+ 57.9555,85,NA,NA,0,NA,
98.9186817788432,98.9186307001392,98.9187620022287,69.6775207519531,69.2807006835938,70.182487487793,21,7057.19269491748,8142.87784304109,6337.24645710489,5153.05374460374,8801.89253789103,6707.28966301749,2198.80921604659,1955.70284858956,2353.80766257989,6024.42392272319,8056.04158173482,12171.1908265013,7171.57799689853,12146.5146608827,8469.89431104208,6525.30352515906,5827.1685073687,8020.96646353173,4807.14177211486,3091.57676146317,4227.53622156016,8428.60538708637,11466.2915694129,12326.2180728431,,0,[3M+H+Na]2+ 57.9555 [M+K]+ 59.9574 [M+Na]+ 75.9283,85,NA,NA,0,NA,
98.9838250007927,98.9837645753186,98.9839300949052,921.683410644531,921.638122558594,922.922607421875,23,5743.99009388167,6553.91064459448,6306.01182781582,4923.50608686136,7963.49064403561,7661.27782336704,5764.3412478458,6165.14349587708,5567.79222625259,6710.85355717999,8379.54069495893,6577.96860631336,8109.82231781785,9546.019682958,9702.99518534983,7533.6138680716,8451.13326671483,9592.6596755552,5364.2401815646,8771.87555042816,8722.7672776823,4931.98861617393,6009.40188087721,6942.79303152267,,0,,27,NA,NA,0,NA,
98.9839841466875,98.9839523486535,98.9840133851569,73.3220825195312,73.1795425415039,73.5594024658203,4,55253.6808073766,66928.6810362889,59219.6931484555,54633.1517642182,83070.4074894649,80606.4693871509,73623.6955888032,75509.4500791154,67635.5096833338,63612.242059738,77636.8970661522,79523.7995198661,77432.4496961262,81199.7261167198,69662.5932778501,73816.4554324385,85393.770040901,71582.5993244765,93828.9087864462,89102.2347764911,109211.492190636,92610.4780694666,104104.913123105,76104.2559242134,,0,,39,NA,NA,0,NA,
101.003058052944,101.002984965209,101.003123284858,86.4972229003906,86.139,86.8652954101562,24,130906.33640622,190707.678628429,155462.001412439,121720.22819995,165096.750794886,177178.998205629,117924.201806438,64445.7964201596,130274.191059059,216464.722483335,216824.687069018,200264.12345366,140791.351819533,176546.231968034,154066.209946454,98551.9221097903,139993.424732024,151520.22757312,134795.540314362,79732.8141333349,123677.49468936,168774.053529035,185085.440881905,224402.13115131,,0,[M+2Na]2+ 156.026,32,NA,NA,0,NA,
103.053978321825,103.053861430367,103.054001325961,210.855821166992,209.517272949219,212.58122253418,6,9495.76566311239,10824.4272192657,6905.1208145014,2189.7451147079,5179.73466029389,195.934442834942,57.9309438457588,64.0772753383176,55.9222301565227,9670.6142617056,8694.6299934435,16379.860060861,3264.59994352197,9761.46228693272,5923.4357003934,3784.83799008485,2594.35166210761,5507.147417138,1920.62046405275,96.4956443907358,189.318677013887,9210.85592180648,10256.8489814436,14076.2517818808,,0,[M+H-NH3]+ 119.073,44,phenylalanine-Fragment2,phenylalanine,0,"MS, MS2, RT",
104.070385320862,104.070303583031,104.070440899823,73.4296989440918,73.0148773193359,73.9911193847656,24,29193.2322354307,31672.8904587573,22101.4277495126,22820.1441703774,41050.9918772747,22961.2844286994,11643.2177070795,9910.7371644346,9781.32492940259,38370.0295364416,35954.2602064248,47267.925499127,18900.7965789596,54307.4630040629,34237.6022760468,23116.6890775776,23907.5787040409,33785.1513931732,27812.2213132991,19450.0082422748,29222.6287535442,26558.3681769625,54196.7584731718,45229.0981958537,,0,[M+H-CO2]+ 147.056,39,glutamate_fragment2,glutamic acid,0,NA,
105.033170341819,105.03314222461,105.033247536396,856.162841796875,855.896850585938,856.66,11,4685.09525040021,4849.6663311667,4634.48939417908,4259.41526762808,4603.19058397231,4691.34331982911,4616.4697589013,4355.51584050898,4254.89654013126,4413.26226000895,3961.82667304216,3923.48442717117,5473.17798615084,4965.26151569106,5309.85521787309,4866.02231947857,5520.61656211757,4675.67662734368,4487.72354979159,5343.02700914239,4995.16259494328,4605.51034046871,5278.49989208547,4712.99392109536,,0,,154,NA,NA,0,NA,
106.950244380149,106.950142470481,106.950352442969,67.7346496582031,67.4369201660156,68.3681182861328,21,3056.03440057637,3414.64118455132,2695.41985905108,2718.81273341807,4405.03901690084,3969.70559930415,2402.56613402924,2528.51880664276,2342.64880078615,5211.68801062039,4405.56703768375,4477.2760340936,5584.79350411457,5229.78296276668,4455.43328673931,5045.16586855859,6100.00315874627,4475.70157396783,4890.14867768394,4077.32232772503,5630.23179293017,6803.58369055609,6631.97295811377,5038.13434913811,,0,[M+2K]2+ 135.975,19,NA,NA,0,NA,
109.100892293908,109.100798826991,109.101001551375,946.809967041016,946.562,947.047912597656,24,10361.7946049085,10934.4029771865,8807.06865433832,8274.75921703666,8443.73987130631,9250.46687816917,11748.0643690388,10722.4637674437,10645.2711767757,8623.19271000852,6941.53712788864,5765.63703435261,7123.64828687551,6989.1742541082,6674.87011665575,6003.66685795211,8328.91899391996,6896.20600802393,7119.92515342801,9977.8528556467,8018.66276504019,5747.52559121013,6970.91898570152,5452.61642258261,,0,,4,NA,NA,0,NA,
110.008541823696,110.008495944427,110.008584007723,63.4997711181641,63.0297470092773,64.0527420043945,15,53336.0897672487,103513.202049705,52734.7977827527,72385.5100285126,85660.9106449914,86475.1065230547,34512.6492723826,22747.1723800956,55041.6197292258,92041.4664755178,100918.237531024,135638.60388044,69082.2006820828,103120.937198885,89402.4117184924,47852.8269555318,65413.369392363,84443.5646170223,54072.60217492,25269.6954370828,55091.8774884961,72653.7893641837,115600.200259783,121736.62281837,,0,[M+K]+ 71.044 [M+Na]+ 87.0192 [M+H]+ 109.001 [M+H-HCOOH]+ 155.007,40,NA,NA,0,NA,
111.009606513017,111.009487327723,111.009642389647,63.5615673065186,63.2921752929688,64.2726669311523,22,6897.90617919833,12691.916904841,6849.44645718078,8389.76783239041,11399.8360065105,10590.666369114,4696.57038493397,2682.20649557749,7260.79855601345,12362.534499101,13074.4109318222,17781.8140505287,8605.07663423888,15074.7391073779,10693.2473973474,6516.22234350931,9036.22223426032,11479.603428137,7830.79230525034,2952.29634050654,7155.99135821068,9496.54438888299,16085.555242472,16217.5741127996,,0,[M+H]+ 110.005,40,NA,NA,0,NA,
111.116532119765,111.116458744006,111.116601102945,946.667907714844,946.130737304688,946.815368652344,19,7556.46168397702,8847.22995557345,6491.68285252039,6864.40968120361,6336.64998851882,6752.41220635349,9300.01537563418,7999.18831110694,7938.3173817388,6435.52782391958,5160.56854942932,3895.07714901995,5662.02541794943,4952.81783408293,5096.57998323749,4485.32687682735,6391.82425876073,4613.48030997257,5494.92784672386,7528.39202509026,5753.11153497483,4192.60849448434,5348.65962346767,3731.17541687615,,0,[M+H]+ 110.11 [M+2H]2+ 220.221,4,NA,NA,0,NA,
112.005932502084,112.005884401698,112.006003270964,63.5317459106445,63.0297470092773,64.0527420043945,22,6634.53272586456,12239.8951591587,7065.93046796346,8117.59960040783,10501.244764525,10951.7014224492,4323.00762039397,2999.32039702147,7094.90271961063,11869.5477899985,13403.7084904856,17125.5542959338,8494.66577114763,13753.7025962673,11292.7324505511,5982.12671708051,8575.01849218741,11930.2779348256,7227.58054571556,3242.9362214877,6684.19993716582,9047.44168870764,15344.3792724682,15457.8291362209,,0,,40,NA,NA,0,NA,
112.895362661357,112.895123967056,112.895461959779,69.4250411987305,69.0212020874023,70.0006866455078,21,8052.46036282419,10750.4146382046,7262.96205108246,5030.70515638855,13656.3901247803,9342.94004442085,1669.03194897968,1237.08903586613,1616.76320457387,11912.0711287633,16773.1556996891,29652.8536314913,12811.5821439711,28176.5137649276,12099.3495559555,11445.2771401702,10101.8275490573,12750.4201505798,8992.37023087429,2744.15715223937,5801.85762846225,19576.6585407411,37341.7375476837,26956.9331229874,,0,,85,NA,NA,0,NA,
113.034194040199,113.034117048431,113.03426785371,86.1237983703613,85.7344818115234,86.3357086181641,6,7338.23933992714,6774.03101875445,3748.86411104314,2973.66921112899,6025.73397809644,2002.4229866971,1346.168129387,1331.74706136955,870.769487524761,7302.28574834775,7781.88851338514,9518.18538879212,2960.99196619948,8097.04164520388,5393.37266888104,2957.08687526437,2123.41184915628,5228.94266258312,3475.28341121984,1966.12504867804,3195.31794639202,9102.52552597068,9114.16785684674,8111.1991180377,,0,[M+H-CO2]+ 156.026,32,NA,NA,0,NA,
114.892678147706,114.892582651425,114.892790375164,69.4192199707031,69.0212020874023,69.9251327514648,20,3823.24497889473,5068.99489402256,2819.63259752638,2226.49404708291,6396.18608858954,4093.95458319271,483.775903911421,336.587428893488,507.112678807893,5572.90667528618,7548.24654101047,12771.1434866979,5628.70407054239,12004.4667330228,5560.08102661688,4474.75644063619,4413.59657918257,4994.82187026352,3674.03661801779,1247.67785436195,2731.6545636663,8787.22173683801,15522.2490256849,12211.2459973512,,0,[M+K]+ 75.9283 [3M+2H]2+ 75.9283,85,NA,NA,0,NA,
114.987295822013,114.987178624393,114.987365710168,63.52,63.0297470092773,64.0527420043945,21,5200.27937118156,9783.12448627657,4947.27745291264,6460.27176843587,8141.77618270987,7967.32918132026,3054.90344789772,2022.9549028848,5570.01525402441,9691.00916370079,10307.4724683526,12832.6072730006,6886.25596775668,10244.2617439317,8843.46186812398,4333.10689402794,6619.68961952137,8865.14198385412,5100.64085237525,2560.76765594166,5637.34056167109,7288.94961040483,11846.3635761989,11884.007573056,,0,[2M+Na]+ 45.996 [M+Na+HCOOH]+ 45.996,40,NA,NA,0,NA,
115.036326241123,115.036240146327,115.036362390996,75.58740234375,75.0100708007812,76.0334320068359,21,7272.23969005764,8620.13482098013,6683.96157606353,5204.04892016064,6470.19569038739,5162.89912470601,5189.5624919053,4791.37317104733,4755.11834548292,5788.85511773396,5644.54590778315,6536.2043468616,4447.56021768471,6261.18183749584,6054.6209491488,4524.93568607991,4633.16126189974,6170.54548913534,4723.43379770634,5383.74479613259,5231.70265000766,5666.30553269641,5310.25559605312,5684.9555481903,,0,,375,NA,NA,0,NA,
116.070286209067,116.070283225296,116.070289955422,77.0871963500977,76.8441009521484,77.141,3,3984.12737096627,5275.98823287152,3536.06258393091,2146.06174384564,2787.57220379088,1755.5992812367,2023.29333184909,1477.11271415101,1350.43739229209,5191.34314392237,4538.71150430807,7166.98925109722,3701.92373526666,3178.55775009215,2930.42645837379,3679.29409928865,2960.69963381728,2983.341195449,2870.69962066435,697.405161317567,1500.46211094814,12099.2218648798,7440.91007534594,7287.2584444969,,0,,376,proline,proline,1,"MS, RT",1
118.086046166844,118.085981624985,118.086149249258,84.5813369750977,76.4734420776367,85.0073547363281,20,63945.8204294354,59523.3726381509,54633.1229298976,33761.5453950881,42878.0092482341,33865.2257609248,21602.9079872158,17235.8664860357,14240.823542492,83871.6272045667,57509.2690641826,79684.8152649915,34789.1756788635,68430.7161475121,51640.4281704777,41275.0471230404,46175.2132046214,51010.5560514765,44524.467376485,33107.5539966297,49264.7503990008,79655.8743914792,78932.2881337361,81666.7211008667,,0,[M+H-CO2]+ 161.069,68,betaine,betaine,1,"MS, RT",1
120.044060918849,120.043967439735,120.044158801387,423.567123413086,422.528381347656,425.10888671875,18,8104.10097099562,5619.35337585481,5215.8180949333,4857.15893116452,4875.62013436222,7670.7080558012,38693.8595543748,4580.21205583361,6618.10866242012,15679.4746669134,6893.69778100476,6007.97220129834,8128.34469292589,7367.30130515728,9573.02473224045,5044.3830693813,9781.75316337449,9507.46649700246,19504.5519363891,5559.11893503706,22989.3812401378,6561.42937059256,7696.51831273084,12780.6888930148,,0,,115,NA,NA,0,NA,
120.080513770092,120.080348651018,120.080645209412,210.252700805664,208.462646484375,213.089508056641,25,127966.307737854,136825.309748464,100520.22598226,42603.7861255848,75147.1745088069,34720.9026281239,17797.91515829,17359.850622748,13835.5007144031,126154.254628896,124905.891290962,216296.488733334,54729.0690035116,122297.398413816,87587.884220732,62119.9915673108,47747.5456902795,85009.5576201921,42563.9953821394,23995.8279145748,17121.8896014113,136656.879836882,124884.090396271,186889.064702594,[1][M]+,0,[M+H]+ 119.073,44,phenylalanine-Fragment,phenylalanine,0,"MS, MS2, RT",
120.965764255191,120.965707829883,120.965793460601,73.2129440307617,72.7621994018555,73.9766540527344,4,6262.40396342429,8147.10951304008,6272.54109998713,5132.35017284923,9744.20777836168,8097.08269798254,6063.4638562531,5460.71961167943,5367.45702929773,5006.25721306292,7422.81820055908,10538.1313744485,7404.99273198464,10153.1981982035,7181.03619882758,7446.95530792375,7756.04595840605,6887.29356609631,8743.864402259,7306.61734482199,8905.7723611474,8063.93429208184,12124.5608817732,9449.35485278948,,0,,311,NA,NA,0,NA,
121.083852355906,121.083761811313,121.083891996952,211.047,208.486694335938,212.330718994141,7,9956.67207925071,11230.9220708141,7442.16107911867,2350.55123440482,5576.52461122978,285.65557030237,50.7439515443403,87.9831278564784,48.8215618642627,9880.18428591084,9532.23435164846,16781.3289804827,2892.76976790077,9321.80734378272,6125.95288888218,3747.18808256956,2020.33226411799,5998.48917817766,1400.51142529973,52.6108031302131,499.811822770294,10740.1198687459,9666.51823245188,14672.8995076596,[1][M+1]+,1,,44,phenylalanine-Fragment_isotope,phenylalanine,0,"MS, MS2, RT",
122.924148835322,122.923975568609,122.924178460314,68.1339719543457,67.9534378051758,68.23974609375,4,559.795898611395,933.441280903339,648.247244551502,453.662376046901,1140.58359220677,1078.05183379752,71.1595551616829,25.018512883782,92.6106897919411,2053.37794172682,1739.60047486101,2226.96548657667,2036.98360711796,2458.17827780991,1112.80741433505,1843.61169584102,2126.71708795518,1152.43898097146,1772.23893956188,451.439819995688,1766.0113027841,3476.01570741853,4139.93103529908,2268.59297795644,,0,[M+3H-C4H8]3+ 421.813,35,NA,NA,0,NA,
123.116497947915,123.11642180484,123.116625092048,946.801483154297,946.377197265625,947.288330078125,22,9078.79728868129,9397.27505909989,7187.60415169372,7100.17998690792,7223.63202494211,8190.45946989962,10107.801764379,9204.58659440257,9246.34694243405,7109.32318708237,6478.84240415947,4701.7650253831,6043.28013372238,5607.58469259665,5888.84968042832,5089.66883744297,6844.30515334284,6785.27569038034,6062.24695469728,8391.20745120244,7052.60519762134,5036.00329306026,6191.20029904151,6069.23241611113,,0,,4,NA,NA,0,NA,
125.132145040774,125.132042150139,125.132234557361,946.711578369141,946.377197265625,947.074645996094,20,7922.55337592064,7932.42374678926,6739.13338377233,5962.93058345676,6225.87042998537,7346.27532393324,8562.97494032356,7929.77200210016,7774.21982004679,6307.85574678361,5332.43111038418,3954.08470422566,4908.01566650531,4637.32780547712,5462.26905332025,4564.71079787819,5717.80559144292,4727.96531065359,5023.77245828469,6996.16833857439,5506.41913653314,4546.95232213993,4646.15819774601,4137.0450720365,,0,,4,NA,NA,0,NA,
128.018897956007,128.018724899991,128.018944595277,63.5250625610352,63.0297470092773,64.0527420043945,23,8887.67199861912,17499.6255675369,9060.33426895861,11628.8086879795,13852.4894339302,14188.6060523675,5219.61823396773,3805.87718137839,9200.34329060404,16521.4927844571,18803.4243434581,22585.1744154404,12008.0981488784,17673.3962472228,15463.708528352,8398.82253941414,11448.6881727094,15056.1350814998,9114.16718788747,4086.53899585135,9468.30630022204,12865.1867126682,20156.2316864467,20743.057057003,,0,[M+H-CO]+ 155.007,40,NA,NA,0,NA,
132.101784125239,132.101697997051,132.101809540118,122.381276000977,116.972,123.928024291992,14,179778.223943652,214612.908172544,83872.3256419624,37480.9896611036,58379.5212574039,31414.4284236999,28270.1632709763,29419.6830731652,26884.5341214636,102849.747132378,114985.847311388,157334.533730848,41301.2971156035,96499.6606996104,63013.6866915901,46243.1041888589,46092.2767160516,74628.0448765129,62952.5014904656,41449.6110144534,50308.072547177,188638.83226485,231714.069669942,144495.522667946,[3][M]+,0,,59,leucine/isoleucine/norleucine,leucine/isoleucine/norleucine,1,"MS, MS2, RT",1
132.997821652187,132.99779405957,132.998023984185,63.3497668914795,63.0297470092773,63.7796478271484,4,1803.23532700333,3011.94152113409,1740.5277530374,2008.98204977724,3059.31266671266,2976.18765670493,718.869186168713,89.7360644427909,1976.14394696962,3182.37746883076,3608.28628627671,4788.23755477027,2063.34405157858,3551.88000832685,2841.50589768386,1425.69391108662,1938.9501413584,2922.54047065457,1453.25657777375,99.1748267411319,2051.01831772427,2214.79900642604,3596.63611791709,4201.19359411453,,0,[M+Na]+ 110.005,40,NA,NA,0,NA,
133.031477160179,133.03142856036,133.031560823375,85.9717864990234,85.8381958007812,86.2967376708984,8,5802.20296829971,6284.59373156719,4677.4402282275,1488.33828789325,2999.7150117234,1102.00387588699,617.292162319835,2003.80190899927,1404.02321912357,5653.59634440155,5619.84800756831,7802.83369768836,1409.92516332374,3896.98872797593,2389.53631907243,1577.26165329246,1614.71549071016,2356.95284416372,3145.81716690625,1603.66050386842,1617.00707583037,5607.39666816514,5330.90132298548,6684.62261483386,,0,[M+K]+ 94.0713,32,methionine_fragment,methionine,0,NA,
133.100786045078,133.100685693589,133.100840458956,947.011352539062,946.667907714844,947.047912597656,6,4862.64165440918,5718.82608286968,4257.23043036061,3727.70112515663,4005.4210868349,4328.22675961465,5562.06265041163,4959.64411813374,4743.73079598607,3826.57405942439,3339.6029525274,2549.75824941365,3138.29927927543,3051.69786077871,3088.64431412712,2517.90398494441,3752.99054806569,2994.10494692651,3053.52966746936,4179.91171382625,3342.31186682327,2852.08728653721,3068.94976437638,2301.34911278354,,0,[M+Na]+ 110.11 [M+2Na]2+ 220.221,4,NA,NA,0,NA,
133.104890250778,133.104843975121,133.104989828956,121.877212524414,116.969932556152,123.396133422852,7,9192.80447162523,12865.4371100432,7449.8938871961,2039.31965640441,5105.07221396359,494.167226846556,396.518109368718,359.07107465481,411.118623311153,13403.4358972155,7296.29573914436,19020.5800755096,2156.82028668216,8654.10186243229,5244.6167520108,2773.11023657641,2492.26216415721,5304.18940861087,5271.73972784516,1157.80124367364,4311.18592697965,9589.8849413604,7233.21498430151,9299.35492003738,[3][M+1]+,1,,59,Leu/IsoLeu/NorLeu_isotope,leucine/isoleucine/norleucine,0,NA,
136.072914748788,136.072790651454,136.073034717991,374.214141845703,373.701019287109,375.768676757812,11,5392.58563847759,5643.36290921064,5351.30433800331,3628.08334577542,4176.47026500409,2564.88830300773,2775.04021449964,2027.16416413971,3358.18359924011,7497.5907399838,7013.67069269537,7426.05824839093,4471.91896192857,6305.28711116254,5091.42264789295,2530.39144163453,4037.10181440021,4815.09876374601,4290.03281730042,2448.60372162986,3351.96158782685,7018.01394074079,7865.22648766278,10428.55648403,,0,,204,NA,NA,0,NA,
137.00142265908,137.001330102351,137.001489039141,86.3332023620605,86.1796417236328,86.4210205078125,8,1555.31023960272,2849.00892172578,1912.80223032925,1628.34859149699,2447.82020237441,4333.57804158998,2212.55392612677,95.3045020319643,3735.72699890886,9102.1781890006,5423.59366120633,3671.71354358566,2294.0517137921,2472.4664081085,2127.12341961665,928.905064601403,3190.46493165556,2085.30050951983,3037.82838201036,440.522880693294,3216.74727310677,4197.84102904461,3395.95047740939,4685.40378564339,,0,,32,NA,NA,0,NA,
137.095813544934,137.095732240692,137.095835744069,946.89501953125,946.667907714844,947.047912597656,4,4468.77765164261,4585.5340579093,6215.54358730567,5579.71055573853,6308.89859150869,6478.01326683808,4798.72051536978,7929.90514228237,4663.71433974837,5686.74484514544,4877.01186597691,3812.06161792172,5008.47481723688,4914.47919520203,4869.07008591898,4308.83602761587,5680.25599163325,4721.64157065402,5025.02612936728,6882.40050666041,5192.62129404861,4066.24203799998,5304.09646072774,3612.04872190283,,0,,4,NA,NA,0,NA,
137.13215505234,137.132023129245,137.132232842804,946.808288574219,946.377197265625,947.047912597656,19,7443.60668897433,7734.94245055662,6286.73440180364,5822.54568269507,6386.36089335028,6525.67834141635,8888.8185902811,8195.42482891116,7557.52588530893,5802.52958130274,4794.3671268371,3812.46414174516,4992.30919860033,4902.18585956408,4868.37828326724,4306.7214643535,5723.34259617984,4721.31507813194,5113.19906075448,7446.95887150707,5287.44802032753,4068.94610163847,5290.85589111678,3612.2207651856,,0,,4,NA,NA,0,NA,
138.906003462613,138.905886541521,138.906142452126,70.342658996582,69.9839172363281,70.9256439208984,23,5850.93360518733,6281.49047093397,6038.99261404645,5075.49644482695,5294.44628658051,4443.79125570743,3599.84977530567,2870.91987350007,2964.92415283993,2962.44124688797,3503.1642944602,4918.82847824558,3340.96102621831,6061.84507039079,5399.07157565501,4155.03366500681,3057.352804067,5210.30421051195,2820.1097215016,3157.48164364455,2096.69243790181,3115.37976223581,3497.08872159406,5815.63154370109,,0,[M+2Na+K]3+ 331.773,91,NA,NA,0,NA,
